hours_played_sitting,number_of_tables,vluntarily_put_money_into_pot,pot_preflop_raising,went_to_showdown,player_country,player_pro_y_n,player_prev_location,EVENT_TIMESTAMP,EVENT_LABEL
17.0,563.0,46.0,74.0,312.0,CAN,Yes,Orlando,2023-07-24 08:51:20,legit
35.0,583.0,29.0,51.0,137.0,RUS,Yes,Jacksonville,2023-07-24 08:51:20,legit
21.0,538.0,51.0,76.0,260.0,CAN,Yes,Tampa,2023-07-24 08:51:16,fraud
27.0,392.0,46.0,56.0,278.0,CAN,No,Orlando,2023-07-24 08:50:39,legit
19.0,458.0,35.0,37.0,305.0,CAN,Yes,Orlando,2023-07-24 08:50:42,legit
27.0,513.0,36.0,31.0,239.0,CAN,Yes,Tampa,2023-07-24 08:50:53,legit
37.0,502.0,36.0,39.0,170.0,CAN,Yes,Orlando,2023-07-24 08:51:12,legit
28.0,475.0,35.0,41.0,272.0,RUS,Yes,Orlando,2023-07-24 08:51:15,legit
19.0,458.0,32.0,64.0,406.0,RUS,Yes,Tampa,2023-07-24 08:50:55,legit
16.0,498.0,22.0,64.0,403.0,USA,Yes,Key West,2023-07-24 08:50:43,legit
22.0,513.0,18.0,65.0,401.0,RUS,No,Key West,2023-07-24 08:50:49,legit
25.0,360.0,47.0,54.0,270.0,CAN,Yes,Orlando,2023-07-24 08:51:03,legit
10.0,443.0,14.0,31.0,334.0,RUS,No,Key West,2023-07-24 08:50:43,fraud
26.0,466.0,39.0,44.0,275.0,CAN,Yes,Orlando,2023-07-24 08:51:21,legit
27.0,410.0,44.0,51.0,232.0,CAN,Yes,Orlando,2023-07-24 08:50:47,legit
24.0,401.0,43.0,61.0,276.0,CAN,No,Orlando,2023-07-24 08:50:39,legit
21.0,398.0,38.0,60.0,360.0,RUS,Yes,Tampa,2023-07-24 08:51:11,legit
17.0,505.0,34.0,63.0,347.0,RUS,Yes,Key West,2023-07-24 08:50:39,legit
17.0,607.0,45.0,66.0,360.0,RUS,Yes,Tampa,2023-07-24 08:50:41,legit
18.0,419.0,35.0,38.0,172.0,RUS,No,Tampa,2023-07-24 08:50:43,fraud
17.0,337.0,40.0,43.0,231.0,RUS,No,Key West,2023-07-24 08:50:51,fraud
37.0,518.0,38.0,40.0,160.0,CAN,Yes,Tampa,2023-07-24 08:50:43,legit
29.0,460.0,42.0,54.0,212.0,CAN,No,Jacksonville,2023-07-24 08:50:58,legit
33.0,559.0,31.0,43.0,144.0,CAN,No,Orlando,2023-07-24 08:50:47,legit
32.0,659.0,33.0,55.0,175.0,RUS,Yes,Tampa,2023-07-24 08:50:46,fraud
25.0,496.0,36.0,37.0,274.0,CAN,Yes,Orlando,2023-07-24 08:50:43,legit
26.0,480.0,47.0,65.0,264.0,RUS,Yes,Orlando,2023-07-24 08:51:01,fraud
25.0,592.0,41.0,69.0,343.0,RUS,No,Key West,2023-07-24 08:50:53,legit
19.0,438.0,33.0,65.0,363.0,RUS,Yes,Tampa,2023-07-24 08:51:30,legit
16.0,390.0,22.0,61.0,379.0,RUS,No,Key West,2023-07-24 08:50:52,legit
19.0,671.0,45.0,80.0,329.0,RUS,Yes,Tampa,2023-07-24 08:51:18,legit
13.0,570.0,38.0,62.0,380.0,RUS,No,Key West,2023-07-24 08:51:18,legit
33.0,517.0,37.0,44.0,197.0,CAN,No,Orlando,2023-07-24 08:51:00,legit
14.0,485.0,38.0,59.0,343.0,RUS,Yes,Tampa,2023-07-24 08:51:22,legit
18.0,389.0,36.0,57.0,386.0,RUS,No,Key West,2023-07-24 08:51:01,legit
26.0,498.0,35.0,43.0,213.0,CAN,Yes,Orlando,2023-07-24 08:50:59,legit
27.0,501.0,36.0,37.0,281.0,CAN,Yes,Orlando,2023-07-24 08:50:52,legit
31.0,601.0,56.0,53.0,335.0,RUS,Yes,Tampa,2023-07-24 08:51:10,legit
32.0,510.0,34.0,39.0,180.0,CAN,Yes,Orlando,2023-07-24 08:50:48,legit
26.0,275.0,55.0,61.0,350.0,RUS,Yes,Orlando,2023-07-24 08:50:58,legit
36.0,558.0,36.0,26.0,192.0,CAN,Yes,Orlando,2023-07-24 08:51:17,legit
30.0,505.0,37.0,49.0,188.0,CAN,No,Tampa,2023-07-24 08:50:37,legit
16.0,501.0,40.0,51.0,318.0,CAN,No,Key West,2023-07-24 08:51:10,legit
26.0,509.0,40.0,55.0,222.0,CAN,No,Tampa,2023-07-24 08:50:47,legit
25.0,465.0,36.0,68.0,337.0,RUS,Yes,Tampa,2023-07-24 08:50:48,legit
30.0,471.0,42.0,44.0,297.0,CAN,Yes,Orlando,2023-07-24 08:50:42,legit
12.0,345.0,37.0,55.0,375.0,RUS,Yes,Tampa,2023-07-24 08:51:09,legit
18.0,612.0,42.0,42.0,167.0,RUS,No,Key West,2023-07-24 08:50:41,fraud
32.0,365.0,48.0,65.0,205.0,CAN,Yes,Jacksonville,2023-07-24 08:51:32,legit
25.0,451.0,39.0,36.0,293.0,CAN,Yes,Orlando,2023-07-24 08:51:16,legit
14.0,420.0,25.0,45.0,425.0,RUS,Yes,Tampa,2023-07-24 08:51:34,legit
14.0,532.0,44.0,55.0,308.0,CAN,Yes,Tampa,2023-07-24 08:51:04,legit
18.0,402.0,48.0,54.0,340.0,CAN,Yes,Tampa,2023-07-24 08:51:11,legit
27.0,450.0,39.0,43.0,248.0,CAN,Yes,Orlando,2023-07-24 08:50:43,legit
34.0,514.0,34.0,39.0,171.0,CAN,Yes,Orlando,2023-07-24 08:50:58,legit
34.0,556.0,33.0,43.0,156.0,CAN,No,Orlando,2023-07-24 08:51:25,legit
25.0,487.0,47.0,65.0,369.0,RUS,Yes,Tampa,2023-07-24 08:51:14,legit
24.0,478.0,40.0,37.0,302.0,CAN,Yes,Tampa,2023-07-24 08:50:47,legit
26.0,453.0,42.0,42.0,230.0,UK,No,Orlando,2023-07-24 08:51:03,legit
18.0,429.0,38.0,42.0,343.0,RUS,Yes,Tampa,2023-07-24 08:51:05,legit
15.0,591.0,29.0,75.0,350.0,RUS,No,Key West,2023-07-24 08:50:55,legit
21.0,415.0,25.0,59.0,348.0,RUS,No,Miami,2023-07-24 08:51:02,legit
20.0,538.0,39.0,62.0,356.0,RUS,No,Tampa,2023-07-24 08:51:07,legit
20.0,619.0,31.0,79.0,349.0,RUS,No,Key West,2023-07-24 08:50:57,legit
29.0,444.0,56.0,55.0,243.0,CAN,No,Tampa,2023-07-24 08:51:32,fraud
31.0,462.0,43.0,43.0,216.0,CAN,Yes,Orlando,2023-07-24 08:50:46,legit
31.0,514.0,35.0,44.0,231.0,RUS,Yes,Orlando,2023-07-24 08:51:06,legit
24.0,360.0,47.0,47.0,286.0,CAN,Yes,Orlando,2023-07-24 08:50:37,legit
31.0,498.0,38.0,37.0,215.0,CAN,Yes,Orlando,2023-07-24 08:51:04,legit
29.0,486.0,38.0,40.0,233.0,CAN,Yes,Tampa,2023-07-24 08:50:52,legit
25.0,494.0,34.0,42.0,223.0,CAN,No,Orlando,2023-07-24 08:51:17,legit
17.0,357.0,40.0,65.0,247.0,RUS,No,Key West,2023-07-24 08:51:26,fraud
26.0,472.0,37.0,34.0,252.0,CAN,Yes,Orlando,2023-07-24 08:51:18,legit
19.0,616.0,37.0,65.0,366.0,RUS,No,Tampa,2023-07-24 08:51:34,legit
21.0,589.0,52.0,64.0,321.0,RUS,No,Key West,2023-07-24 08:51:25,legit
34.0,607.0,30.0,40.0,144.0,CAN,No,Tampa,2023-07-24 08:51:31,legit
18.0,558.0,37.0,73.0,380.0,RUS,No,Key West,2023-07-24 08:50:43,legit
29.0,533.0,33.0,31.0,232.0,CAN,Yes,Orlando,2023-07-24 08:51:10,legit
31.0,674.0,50.0,78.0,346.0,RUS,No,Tampa,2023-07-24 08:51:11,legit
34.0,539.0,35.0,40.0,166.0,CAN,Yes,Orlando,2023-07-24 08:51:18,legit
30.0,436.0,43.0,36.0,284.0,CAN,Yes,Tampa,2023-07-24 08:50:55,legit
25.0,382.0,28.0,75.0,289.0,RUS,No,Key West,2023-07-24 08:50:50,fraud
29.0,473.0,40.0,41.0,244.0,CAN,Yes,Orlando,2023-07-24 08:50:42,legit
15.0,465.0,43.0,66.0,392.0,RUS,Yes,Tampa,2023-07-24 08:50:43,legit
29.0,560.0,32.0,28.0,244.0,CAN,Yes,Tampa,2023-07-24 08:51:00,legit
16.0,428.0,9.0,70.0,464.0,USA,Yes,Key West,2023-07-24 08:50:50,legit
24.0,447.0,27.0,67.0,395.0,USA,Yes,Key West,2023-07-24 08:51:15,legit
25.0,536.0,41.0,56.0,365.0,RUS,Yes,Tampa,2023-07-24 08:51:36,legit
36.0,580.0,36.0,43.0,152.0,UK,No,Tampa,2023-07-24 08:50:41,legit
28.0,633.0,35.0,75.0,378.0,RUS,No,Key West,2023-07-24 08:51:15,legit
25.0,528.0,46.0,60.0,367.0,RUS,No,Tampa,2023-07-24 08:50:45,legit
32.0,628.0,28.0,25.0,163.0,CAN,Yes,Tampa,2023-07-24 08:50:55,legit
12.0,501.0,31.0,71.0,336.0,RUS,No,Key West,2023-07-24 08:51:01,legit
19.0,362.0,49.0,50.0,331.0,CAN,No,Orlando,2023-07-24 08:51:20,legit
30.0,531.0,35.0,27.0,265.0,CAN,Yes,Orlando,2023-07-24 08:51:07,legit
19.0,688.0,63.0,67.0,277.0,CAN,Yes,Tampa,2023-07-24 08:51:10,legit
15.0,481.0,40.0,83.0,297.0,RUS,Yes,Tampa,2023-07-24 08:50:59,legit
37.0,661.0,25.0,15.0,185.0,CAN,Yes,Tampa,2023-07-24 08:51:37,legit
32.0,526.0,34.0,47.0,209.0,RUS,Yes,Orlando,2023-07-24 08:50:43,legit
35.0,517.0,35.0,53.0,127.0,CAN,Yes,Orlando,2023-07-24 08:51:34,legit
12.0,463.0,31.0,67.0,367.0,RUS,No,Key West,2023-07-24 08:50:59,legit
28.0,371.0,52.0,50.0,270.0,CAN,No,Tampa,2023-07-24 08:51:18,legit
26.0,390.0,30.0,54.0,389.0,RUS,No,Tampa,2023-07-24 08:51:25,legit
29.0,412.0,28.0,57.0,257.0,RUS,Yes,Key West,2023-07-24 08:51:37,fraud
23.0,384.0,40.0,48.0,365.0,RUS,Yes,Tampa,2023-07-24 08:51:17,legit
36.0,715.0,24.0,55.0,170.0,RUS,Yes,Key West,2023-07-24 08:51:17,fraud
12.0,524.0,33.0,30.0,323.0,RUS,No,Key West,2023-07-24 08:51:19,fraud
31.0,471.0,42.0,34.0,303.0,RUS,Yes,Orlando,2023-07-24 08:51:21,legit
21.0,619.0,49.0,71.0,354.0,RUS,Yes,Tampa,2023-07-24 08:51:32,legit
13.0,517.0,28.0,44.0,198.0,CAN,No,Tampa,2023-07-24 08:51:03,fraud
11.0,408.0,35.0,57.0,340.0,RUS,Yes,Key West,2023-07-24 08:51:23,legit
28.0,614.0,46.0,54.0,295.0,RUS,No,Key West,2023-07-24 08:51:30,fraud
10.0,302.0,34.0,57.0,352.0,RUS,Yes,Tampa,2023-07-24 08:50:50,legit
34.0,458.0,46.0,38.0,189.0,UK,No,Tampa,2023-07-24 08:50:37,legit
32.0,488.0,39.0,40.0,201.0,CAN,Yes,Orlando,2023-07-24 08:51:05,legit
33.0,611.0,27.0,28.0,198.0,RUS,Yes,Orlando,2023-07-24 08:51:29,legit
30.0,453.0,41.0,46.0,234.0,CAN,Yes,Orlando,2023-07-24 08:50:43,legit
18.0,491.0,42.0,57.0,387.0,RUS,Yes,Tampa,2023-07-24 08:50:51,legit
25.0,481.0,34.0,34.0,233.0,CAN,Yes,Orlando,2023-07-24 08:51:33,legit
28.0,501.0,37.0,37.0,225.0,CAN,Yes,Orlando,2023-07-24 08:51:36,legit
31.0,503.0,37.0,37.0,224.0,CAN,No,Orlando,2023-07-24 08:51:20,legit
24.0,635.0,43.0,66.0,366.0,RUS,Yes,Tampa,2023-07-24 08:51:18,legit
15.0,447.0,45.0,79.0,318.0,RUS,Yes,Orlando,2023-07-24 08:51:30,legit
28.0,472.0,39.0,51.0,205.0,CAN,No,Jacksonville,2023-07-24 08:51:31,legit
23.0,607.0,39.0,70.0,354.0,RUS,No,Key West,2023-07-24 08:51:19,legit
35.0,503.0,37.0,50.0,134.0,CAN,No,Orlando,2023-07-24 08:50:40,legit
29.0,372.0,49.0,60.0,219.0,CAN,No,Orlando,2023-07-24 08:51:16,legit
29.0,529.0,30.0,33.0,213.0,CAN,Yes,Orlando,2023-07-24 08:51:15,legit
35.0,716.0,20.0,30.0,155.0,CAN,Yes,Orlando,2023-07-24 08:51:18,legit
38.0,625.0,33.0,39.0,125.0,UK,No,Tampa,2023-07-24 08:50:46,legit
29.0,424.0,39.0,72.0,356.0,RUS,Yes,Tampa,2023-07-24 08:50:44,legit
34.0,627.0,29.0,30.0,163.0,CAN,Yes,Tampa,2023-07-24 08:51:02,legit
24.0,404.0,40.0,45.0,296.0,CAN,Yes,Orlando,2023-07-24 08:50:47,legit
25.0,524.0,66.0,39.0,267.0,CAN,No,Orlando,2023-07-24 08:50:44,fraud
32.0,502.0,42.0,31.0,250.0,CAN,No,Tampa,2023-07-24 08:50:53,legit
19.0,278.0,33.0,48.0,176.0,RUS,No,Tampa,2023-07-24 08:51:36,fraud
29.0,388.0,49.0,63.0,224.0,CAN,No,Orlando,2023-07-24 08:51:01,legit
13.0,321.0,20.0,52.0,373.0,RUS,No,Key West,2023-07-24 08:51:37,legit
36.0,628.0,27.0,47.0,149.0,CAN,Yes,Orlando,2023-07-24 08:50:55,legit
32.0,506.0,39.0,47.0,191.0,CAN,Yes,Orlando,2023-07-24 08:51:13,legit
18.0,355.0,35.0,41.0,414.0,RUS,No,Key West,2023-07-24 08:50:51,legit
20.0,548.0,47.0,61.0,350.0,RUS,No,Tampa,2023-07-24 08:51:09,legit
37.0,442.0,44.0,51.0,216.0,RUS,Yes,Orlando,2023-07-24 08:51:04,legit
25.0,482.0,36.0,33.0,234.0,CAN,Yes,Tampa,2023-07-24 08:50:43,legit
23.0,426.0,31.0,60.0,408.0,USA,Yes,Tampa,2023-07-24 08:50:55,legit
28.0,411.0,44.0,38.0,261.0,CAN,Yes,Orlando,2023-07-24 08:51:09,legit
33.0,513.0,34.0,43.0,151.0,RUS,Yes,Jacksonville,2023-07-24 08:50:46,legit
16.0,569.0,40.0,69.0,341.0,RUS,Yes,Tampa,2023-07-24 08:51:15,legit
31.0,487.0,37.0,46.0,198.0,CAN,Yes,Orlando,2023-07-24 08:50:52,legit
18.0,694.0,48.0,63.0,346.0,RUS,No,Tampa,2023-07-24 08:50:49,legit
25.0,555.0,42.0,65.0,377.0,RUS,Yes,Tampa,2023-07-24 08:51:06,legit
29.0,482.0,35.0,35.0,279.0,RUS,Yes,Orlando,2023-07-24 08:50:45,legit
19.0,533.0,43.0,68.0,257.0,CAN,Yes,Tampa,2023-07-24 08:51:35,legit
17.0,353.0,38.0,49.0,398.0,RUS,Yes,Tampa,2023-07-24 08:51:05,legit
29.0,513.0,38.0,34.0,213.0,CAN,No,Tampa,2023-07-24 08:51:26,legit
14.0,390.0,28.0,61.0,358.0,RUS,Yes,Key West,2023-07-24 08:51:33,legit
34.0,586.0,31.0,31.0,124.0,CAN,No,Orlando,2023-07-24 08:51:31,legit
21.0,506.0,46.0,68.0,338.0,RUS,Yes,Key West,2023-07-24 08:51:22,legit
20.0,373.0,42.0,53.0,373.0,RUS,Yes,Tampa,2023-07-24 08:50:59,legit
25.0,618.0,17.0,72.0,412.0,USA,No,Key West,2023-07-24 08:50:41,legit
26.0,468.0,39.0,42.0,254.0,CAN,Yes,Orlando,2023-07-24 08:50:44,legit
22.0,486.0,38.0,63.0,326.0,CAN,Yes,Tampa,2023-07-24 08:51:05,legit
33.0,415.0,40.0,48.0,206.0,RUS,Yes,Jacksonville,2023-07-24 08:50:44,legit
18.0,445.0,12.0,66.0,472.0,USA,No,Key West,2023-07-24 08:51:13,legit
24.0,453.0,32.0,61.0,392.0,RUS,Yes,Tampa,2023-07-24 08:51:05,legit
32.0,600.0,29.0,29.0,273.0,RUS,Yes,Orlando,2023-07-24 08:51:25,legit
27.0,457.0,42.0,38.0,289.0,CAN,Yes,Tampa,2023-07-24 08:50:59,legit
21.0,538.0,39.0,75.0,343.0,RUS,Yes,Tampa,2023-07-24 08:51:16,legit
30.0,600.0,31.0,22.0,212.0,UK,Yes,Tampa,2023-07-24 08:51:18,legit
29.0,451.0,39.0,40.0,209.0,CAN,No,Orlando,2023-07-24 08:50:42,legit
18.0,407.0,38.0,58.0,376.0,RUS,Yes,Key West,2023-07-24 08:51:24,legit
25.0,879.0,41.0,79.0,410.0,USA,No,Tampa,2023-07-24 08:50:42,legit
21.0,485.0,43.0,51.0,366.0,RUS,Yes,Tampa,2023-07-24 08:50:42,legit
28.0,429.0,43.0,47.0,250.0,CAN,Yes,Jacksonville,2023-07-24 08:50:48,legit
32.0,589.0,35.0,35.0,177.0,UK,No,Tampa,2023-07-24 08:51:01,legit
30.0,455.0,46.0,48.0,231.0,CAN,No,Orlando,2023-07-24 08:50:42,legit
20.0,695.0,43.0,65.0,369.0,RUS,No,Key West,2023-07-24 08:50:51,legit
32.0,509.0,36.0,44.0,232.0,CAN,Yes,Orlando,2023-07-24 08:51:00,legit
21.0,389.0,32.0,67.0,358.0,RUS,Yes,Tampa,2023-07-24 08:50:50,legit
25.0,474.0,36.0,53.0,251.0,CAN,Yes,Orlando,2023-07-24 08:50:38,legit
28.0,551.0,63.0,73.0,308.0,CAN,Yes,Orlando,2023-07-24 08:50:43,fraud
34.0,442.0,43.0,41.0,203.0,RUS,Yes,Orlando,2023-07-24 08:50:39,legit
25.0,437.0,27.0,55.0,405.0,RUS,Yes,Tampa,2023-07-24 08:50:43,legit
34.0,578.0,31.0,23.0,200.0,CAN,Yes,Tampa,2023-07-24 08:51:32,legit
27.0,402.0,45.0,51.0,281.0,CAN,Yes,Orlando,2023-07-24 08:51:07,legit
23.0,555.0,47.0,69.0,318.0,RUS,Yes,Key West,2023-07-24 08:50:54,legit
18.0,595.0,26.0,42.0,269.0,RUS,No,Key West,2023-07-24 08:51:36,fraud
14.0,573.0,46.0,34.0,254.0,RUS,No,Tampa,2023-07-24 08:50:44,fraud
18.0,629.0,42.0,77.0,301.0,RUS,Yes,Key West,2023-07-24 08:50:43,legit
20.0,295.0,12.0,59.0,399.0,RUS,No,Key West,2023-07-24 08:51:30,legit
13.0,630.0,31.0,35.0,338.0,CAN,No,Key West,2023-07-24 08:50:44,fraud
25.0,614.0,27.0,26.0,221.0,UK,No,Key West,2023-07-24 08:51:17,legit
22.0,592.0,35.0,66.0,371.0,RUS,Yes,Tampa,2023-07-24 08:51:31,legit
35.0,532.0,37.0,46.0,133.0,UK,No,Orlando,2023-07-24 08:50:59,legit
16.0,351.0,42.0,58.0,332.0,CAN,Yes,Orlando,2023-07-24 08:51:22,legit
14.0,426.0,31.0,65.0,377.0,RUS,Yes,Tampa,2023-07-24 08:50:44,legit
15.0,639.0,39.0,74.0,368.0,RUS,No,Key West,2023-07-24 08:50:44,legit
32.0,607.0,28.0,28.0,157.0,CAN,Yes,Orlando,2023-07-24 08:50:39,legit
20.0,406.0,36.0,57.0,368.0,RUS,No,Key West,2023-07-24 08:50:48,legit
24.0,525.0,37.0,78.0,319.0,RUS,Yes,Key West,2023-07-24 08:50:40,legit
18.0,569.0,62.0,49.0,313.0,CAN,Yes,Tampa,2023-07-24 08:50:38,legit
29.0,435.0,43.0,61.0,193.0,CAN,No,Orlando,2023-07-24 08:50:48,legit
22.0,443.0,36.0,65.0,395.0,RUS,Yes,Orlando,2023-07-24 08:51:06,legit
35.0,522.0,29.0,63.0,238.0,RUS,Yes,Miami,2023-07-24 08:50:59,fraud
17.0,639.0,48.0,58.0,373.0,RUS,No,Tampa,2023-07-24 08:50:46,legit
15.0,654.0,38.0,72.0,344.0,RUS,No,Key West,2023-07-24 08:51:32,legit
26.0,435.0,39.0,55.0,244.0,CAN,Yes,Orlando,2023-07-24 08:51:08,legit
32.0,624.0,26.0,27.0,189.0,CAN,Yes,Tampa,2023-07-24 08:51:26,legit
20.0,677.0,42.0,34.0,263.0,RUS,No,Key West,2023-07-24 08:50:59,fraud
34.0,466.0,27.0,61.0,181.0,RUS,Yes,Key West,2023-07-24 08:50:55,fraud
23.0,453.0,45.0,59.0,350.0,RUS,No,Key West,2023-07-24 08:51:23,legit
27.0,530.0,31.0,74.0,200.0,RUS,Yes,Key West,2023-07-24 08:50:56,fraud
25.0,441.0,40.0,47.0,275.0,CAN,No,Tampa,2023-07-24 08:51:09,legit
27.0,588.0,45.0,69.0,331.0,RUS,No,Key West,2023-07-24 08:50:52,legit
13.0,413.0,44.0,67.0,334.0,RUS,Yes,Orlando,2023-07-24 08:51:24,legit
40.0,539.0,36.0,48.0,152.0,CAN,No,Orlando,2023-07-24 08:50:43,legit
32.0,502.0,38.0,50.0,155.0,CAN,No,Orlando,2023-07-24 08:50:53,legit
32.0,455.0,41.0,45.0,222.0,CAN,Yes,Orlando,2023-07-24 08:51:24,legit
33.0,596.0,29.0,34.0,147.0,UK,No,Orlando,2023-07-24 08:50:47,legit
31.0,490.0,38.0,40.0,221.0,CAN,Yes,Orlando,2023-07-24 08:51:05,legit
35.0,468.0,59.0,46.0,208.0,RUS,No,Orlando,2023-07-24 08:51:06,fraud
26.0,456.0,54.0,52.0,330.0,RUS,Yes,Key West,2023-07-24 08:50:49,legit
13.0,474.0,32.0,71.0,361.0,RUS,Yes,Orlando,2023-07-24 08:51:21,legit
29.0,388.0,34.0,34.0,303.0,RUS,No,Tampa,2023-07-24 08:51:11,fraud
18.0,505.0,34.0,59.0,381.0,RUS,No,Tampa,2023-07-24 08:50:40,legit
22.0,427.0,29.0,61.0,404.0,RUS,No,Key West,2023-07-24 08:51:25,legit
32.0,488.0,41.0,44.0,221.0,CAN,No,Tampa,2023-07-24 08:51:03,legit
29.0,393.0,44.0,47.0,284.0,RUS,Yes,Orlando,2023-07-24 08:50:59,legit
15.0,554.0,30.0,34.0,320.0,RUS,No,Key West,2023-07-24 08:51:21,fraud
15.0,362.0,30.0,67.0,391.0,RUS,Yes,Tampa,2023-07-24 08:50:52,legit
26.0,551.0,46.0,61.0,352.0,RUS,Yes,Tampa,2023-07-24 08:50:51,legit
20.0,571.0,47.0,67.0,309.0,RUS,Yes,Key West,2023-07-24 08:51:17,legit
29.0,440.0,42.0,49.0,200.0,CAN,No,Orlando,2023-07-24 08:50:52,legit
21.0,596.0,42.0,69.0,370.0,RUS,No,Tampa,2023-07-24 08:50:49,legit
22.0,368.0,35.0,69.0,330.0,RUS,Yes,Tampa,2023-07-24 08:51:12,legit
20.0,511.0,44.0,59.0,352.0,CAN,No,Orlando,2023-07-24 08:50:46,legit
18.0,468.0,42.0,59.0,353.0,RUS,Yes,Key West,2023-07-24 08:50:38,legit
27.0,442.0,43.0,43.0,263.0,CAN,Yes,Orlando,2023-07-24 08:51:21,legit
37.0,491.0,39.0,50.0,146.0,CAN,Yes,Jacksonville,2023-07-24 08:50:49,legit
29.0,431.0,41.0,36.0,252.0,CAN,Yes,Orlando,2023-07-24 08:51:30,legit
35.0,517.0,38.0,36.0,174.0,CAN,No,Orlando,2023-07-24 08:51:29,legit
24.0,601.0,46.0,73.0,344.0,RUS,Yes,Tampa,2023-07-24 08:50:54,legit
25.0,432.0,35.0,66.0,358.0,RUS,Yes,Key West,2023-07-24 08:51:24,legit
41.0,550.0,33.0,37.0,148.0,RUS,Yes,Orlando,2023-07-24 08:51:25,legit
33.0,459.0,42.0,49.0,186.0,CAN,No,Orlando,2023-07-24 08:50:37,legit
32.0,543.0,34.0,40.0,171.0,CAN,No,Orlando,2023-07-24 08:51:34,legit
30.0,534.0,30.0,33.0,205.0,CAN,Yes,Orlando,2023-07-24 08:51:20,legit
12.0,421.0,55.0,67.0,282.0,CAN,Yes,Orlando,2023-07-24 08:51:16,legit
25.0,486.0,51.0,67.0,324.0,RUS,Yes,Key West,2023-07-24 08:50:50,legit
22.0,491.0,28.0,61.0,421.0,RUS,No,Key West,2023-07-24 08:50:56,legit
34.0,496.0,37.0,46.0,170.0,CAN,Yes,Jacksonville,2023-07-24 08:51:30,legit
30.0,475.0,44.0,50.0,234.0,CAN,No,Orlando,2023-07-24 08:51:33,legit
35.0,516.0,42.0,57.0,159.0,RUS,No,Tampa,2023-07-24 08:51:13,fraud
21.0,433.0,43.0,61.0,320.0,RUS,Yes,Tampa,2023-07-24 08:51:12,legit
22.0,430.0,27.0,67.0,386.0,RUS,No,Key West,2023-07-24 08:50:56,legit
38.0,393.0,47.0,52.0,192.0,RUS,No,Tampa,2023-07-24 08:51:03,fraud
35.0,649.0,23.0,25.0,186.0,CAN,Yes,Orlando,2023-07-24 08:51:28,legit
20.0,579.0,32.0,75.0,343.0,RUS,No,Key West,2023-07-24 08:51:04,legit
29.0,535.0,32.0,37.0,172.0,CAN,Yes,Orlando,2023-07-24 08:51:34,legit
17.0,575.0,48.0,61.0,318.0,CAN,No,Key West,2023-07-24 08:51:18,legit
11.0,541.0,36.0,43.0,215.0,RUS,No,Key West,2023-07-24 08:51:37,fraud
26.0,425.0,43.0,31.0,268.0,CAN,Yes,Tampa,2023-07-24 08:50:51,legit
15.0,349.0,32.0,53.0,346.0,RUS,No,Key West,2023-07-24 08:51:16,legit
32.0,453.0,45.0,43.0,264.0,CAN,Yes,Orlando,2023-07-24 08:51:05,legit
16.0,646.0,54.0,53.0,299.0,CAN,No,Tampa,2023-07-24 08:50:42,fraud
22.0,448.0,42.0,50.0,343.0,RUS,Yes,Tampa,2023-07-24 08:50:59,legit
24.0,418.0,43.0,56.0,262.0,CAN,No,Jacksonville,2023-07-24 08:51:26,legit
31.0,486.0,33.0,43.0,186.0,CAN,Yes,Jacksonville,2023-07-24 08:51:28,legit
29.0,501.0,37.0,43.0,247.0,CAN,Yes,Orlando,2023-07-24 08:50:48,legit
31.0,596.0,29.0,33.0,204.0,CAN,Yes,Orlando,2023-07-24 08:50:45,legit
22.0,656.0,54.0,54.0,325.0,RUS,No,Key West,2023-07-24 08:50:52,legit
20.0,534.0,22.0,74.0,332.0,RUS,No,Key West,2023-07-24 08:51:03,legit
31.0,483.0,41.0,38.0,239.0,CAN,Yes,Tampa,2023-07-24 08:51:09,legit
20.0,457.0,22.0,67.0,395.0,RUS,No,Miami,2023-07-24 08:51:30,legit
36.0,651.0,25.0,37.0,130.0,CAN,No,Orlando,2023-07-24 08:50:47,legit
16.0,533.0,30.0,74.0,359.0,RUS,No,Tampa,2023-07-24 08:51:31,legit
27.0,612.0,28.0,26.0,223.0,CAN,Yes,Tampa,2023-07-24 08:50:40,legit
32.0,535.0,35.0,37.0,179.0,CAN,Yes,Orlando,2023-07-24 08:50:47,legit
24.0,511.0,40.0,47.0,336.0,RUS,No,Tampa,2023-07-24 08:51:36,legit
20.0,467.0,37.0,52.0,325.0,RUS,Yes,Key West,2023-07-24 08:51:21,legit
15.0,569.0,37.0,85.0,332.0,RUS,Yes,Tampa,2023-07-24 08:50:42,legit
17.0,497.0,40.0,63.0,331.0,RUS,No,Key West,2023-07-24 08:50:58,legit
9.0,449.0,32.0,58.0,378.0,RUS,No,Key West,2023-07-24 08:51:28,legit
34.0,494.0,40.0,49.0,135.0,UK,No,Tampa,2023-07-24 08:50:57,legit
19.0,585.0,41.0,68.0,347.0,RUS,No,Key West,2023-07-24 08:50:59,legit
20.0,601.0,38.0,78.0,341.0,RUS,No,Key West,2023-07-24 08:51:25,legit
30.0,226.0,34.0,63.0,229.0,RUS,Yes,Tampa,2023-07-24 08:50:45,fraud
16.0,615.0,48.0,77.0,294.0,CAN,Yes,Tampa,2023-07-24 08:51:11,legit
39.0,651.0,26.0,39.0,90.0,CAN,No,Orlando,2023-07-24 08:51:31,legit
